Row ID,Order ID,31-12-2010,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
20323,IN-2011-32126,09-02-2011,09-08-2011,Standard Class,GA-14515,George Ashbrook,Consumer,Las Pinas,National Capital,Philippines,,APAC,Southeast Asia,OFF-ST-10003837,Office Supplies,Storage,"Tenex Lockers, Single Width",561.495,5,0.45,-316.605,53.37,Low
20956,IN-2011-49234,09-02-2011,09-07-2011,Standard Class,BM-11575,Brendan Murry,Corporate,Ningbo,Zhejiang,China,,APAC,North Asia,TEC-AC-10001352,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",221.4,4,0,24.24,6.28,Medium
20957,IN-2011-49234,09-02-2011,09-07-2011,Standard Class,BM-11575,Brendan Murry,Corporate,Ningbo,Zhejiang,China,,APAC,North Asia,TEC-AC-10003861,Technology,Accessories,"Enermax Keyboard, Erganomic",243.81,3,0,26.73,22.09,Medium
20958,IN-2011-49234,09-02-2011,09-07-2011,Standard Class,BM-11575,Brendan Murry,Corporate,Ningbo,Zhejiang,China,,APAC,North Asia,FUR-TA-10001089,Furniture,Tables,"Hon Computer Table, with Bottom Storage",2076.606,6,0.3,59.166,142.46,Medium
22539,IN-2011-57144,09-02-2011,09-03-2011,First Class,SB-20170,Sarah Bern,Consumer,Yangzhou,Jiangsu,China,,APAC,North Asia,OFF-SU-10001731,Office Supplies,Supplies,"Elite Letter Opener, High Speed",80.1,3,0,39.24,19.37,Critical
22540,IN-2011-57144,09-02-2011,09-03-2011,First Class,SB-20170,Sarah Bern,Consumer,Yangzhou,Jiangsu,China,,APAC,North Asia,OFF-BI-10001400,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",86.4,3,0,12.96,16.46,Critical
22541,IN-2011-57144,09-02-2011,09-03-2011,First Class,SB-20170,Sarah Bern,Consumer,Yangzhou,Jiangsu,China,,APAC,North Asia,OFF-ST-10003256,Office Supplies,Storage,"Eldon Shelving, Wire Frame",189.96,4,0,0,50.04,Critical
22542,IN-2011-57144,09-02-2011,09-03-2011,First Class,SB-20170,Sarah Bern,Consumer,Yangzhou,Jiangsu,China,,APAC,North Asia,OFF-ST-10003243,Office Supplies,Storage,"Fellowes Folders, Blue",52.8,2,0,19.5,9.27,Critical
22870,IN-2011-11602,09-02-2011,09-09-2011,Standard Class,AF-10870,Art Ferguson,Consumer,Port Macquarie,New South Wales,Australia,,APAC,Oceania,FUR-FU-10000069,Furniture,Furnishings,"Tenex Door Stop, Durable",220.968,6,0.1,4.788,28.36,Low
22871,IN-2011-11602,09-02-2011,09-09-2011,Standard Class,AF-10870,Art Ferguson,Consumer,Port Macquarie,New South Wales,Australia,,APAC,Oceania,FUR-CH-10004312,Furniture,Chairs,"Hon Bag Chairs, Set of Two",213.3,5,0.1,33.15,31.13,Low
22872,IN-2011-11602,09-02-2011,09-09-2011,Standard Class,AF-10870,Art Ferguson,Consumer,Port Macquarie,New South Wales,Australia,,APAC,Oceania,FUR-FU-10000762,Furniture,Furnishings,"Advantus Light Bulb, Black",18.063,1,0.1,8.013,2.83,Low
23441,IN-2011-52748,09-02-2011,09-07-2011,Second Class,BW-11200,Ben Wallace,Consumer,Malang,Jawa Timur,Indonesia,,APAC,Southeast Asia,OFF-FA-10001702,Office Supplies,Fasteners,"Advantus Push Pins, 12 Pack",14.6916,2,0.47,0.8316,1.21,Medium
23442,IN-2011-52748,09-02-2011,09-07-2011,Second Class,BW-11200,Ben Wallace,Consumer,Malang,Jawa Timur,Indonesia,,APAC,Southeast Asia,OFF-BI-10004140,Office Supplies,Binders,"Cardinal Index Tab, Clear",11.1552,2,0.17,3.7152,0.76,Medium
23500,IN-2011-51992,09-02-2011,09-06-2011,Standard Class,WB-21850,William Brown,Consumer,Chengdu,Sichuan,China,,APAC,North Asia,OFF-FA-10004664,Office Supplies,Fasteners,"Advantus Push Pins, Bulk Pack",86.58,6,0,32.76,3.87,Medium
23501,IN-2011-51992,09-02-2011,09-06-2011,Standard Class,WB-21850,William Brown,Consumer,Chengdu,Sichuan,China,,APAC,North Asia,FUR-CH-10000994,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",578.64,4,0,98.28,37.23,Medium
23502,IN-2011-51992,09-02-2011,09-06-2011,Standard Class,WB-21850,William Brown,Consumer,Chengdu,Sichuan,China,,APAC,North Asia,OFF-ST-10000542,Office Supplies,Storage,"Fellowes Folders, Industrial",80.64,3,0,12.06,6.75,Medium
27785,IN-2011-36879,09-02-2011,09-07-2011,Standard Class,RB-19435,Richard Bierner,Consumer,Mangalore,Karnataka,India,,APAC,Central Asia,OFF-BI-10003166,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",20.52,3,0,6.75,1.36,Medium
27786,IN-2011-36879,09-02-2011,09-07-2011,Standard Class,RB-19435,Richard Bierner,Consumer,Mangalore,Karnataka,India,,APAC,Central Asia,OFF-PA-10000344,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",105.6,5,0,52.8,7.11,Medium
27787,IN-2011-36879,09-02-2011,09-07-2011,Standard Class,RB-19435,Richard Bierner,Consumer,Mangalore,Karnataka,India,,APAC,Central Asia,OFF-EN-10001109,Office Supplies,Envelopes,"Ames Interoffice Envelope, Recycled",131.76,3,0,0,8.72,Medium
28771,IN-2011-36620,09-02-2011,09-06-2011,Standard Class,SC-20770,Stewart Carmichael,Corporate,Bhopal,Madhya Pradesh,India,,APAC,Central Asia,OFF-LA-10000540,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable",9.3,2,0,2.46,0.23,Medium
28772,IN-2011-36620,09-02-2011,09-06-2011,Standard Class,SC-20770,Stewart Carmichael,Corporate,Bhopal,Madhya Pradesh,India,,APAC,Central Asia,FUR-FU-10001674,Furniture,Furnishings,"Deflect-O Clock, Duo Pack",352.59,7,0,158.55,14.2,Medium
30180,IN-2011-76338,09-02-2011,09-04-2011,Second Class,TH-21100,Thea Hendricks,Consumer,Manila,National Capital,Philippines,,APAC,Southeast Asia,FUR-FU-10001640,Furniture,Furnishings,"Eldon Photo Frame, Black",174.33,4,0.25,27.81,17.83,Medium
34221,CA-2011-157721,09-02-2011,09-05-2011,First Class,JM-16195,Justin MacKendrick,Consumer,Watertown,New York,United States,13601,US,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1,0,8.955,3.34,High
34222,CA-2011-157721,09-02-2011,09-05-2011,First Class,JM-16195,Justin MacKendrick,Consumer,Watertown,New York,United States,13601,US,East,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",70.71,1,0,4.9497,12.46,High
35700,CA-2011-127936,09-02-2011,09-04-2011,First Class,CL-12565,Clay Ludtke,Consumer,New York City,New York,United States,10009,US,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3,0,8.0712,3.6,High
36226,US-2011-138828,09-02-2011,09-03-2011,First Class,KD-16345,Katherine Ducich,Consumer,New York City,New York,United States,10009,US,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,0,16.17,16.87,Critical
36227,US-2011-138828,09-02-2011,09-03-2011,First Class,KD-16345,Katherine Ducich,Consumer,New York City,New York,United States,10009,US,East,OFF-PA-10000349,Office Supplies,Paper,Staples,14.94,3,0,7.0218,4.15,Critical
36325,CA-2011-151792,09-02-2011,09-07-2011,Second Class,CV-12295,Christina VanderZanden,Consumer,Chicago,Illinois,United States,60653,US,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3,0.2,53.9946,16.63,Medium
38585,CA-2011-158281,09-02-2011,09-07-2011,Standard Class,AG-10525,Andy Gerbode,Corporate,Houston,Texas,United States,77095,US,Central,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,559.71,3,0.4,-121.2705,44.72,Medium
40330,CA-2011-152268,09-02-2011,09-07-2011,Standard Class,SC-20095,Sanjit Chand,Consumer,Fayetteville,Arkansas,United States,72701,US,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0,843.1706,68.65,Medium
40436,CA-2011-106971,09-02-2011,09-08-2011,Standard Class,BM-11785,Bryan Mills,Consumer,Buffalo Grove,Illinois,United States,60089,US,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,475.944,7,0.2,95.1888,46.08,Medium
42837,AU-2011-0,09-02-2011,09-02-2011,Same Day,AG-675,Anna Gayman,Consumer,Vienna,Vienna,Austria,,EMEA,EMEA,FUR-HON-10003871,Furniture,Tables,"Hon Conference Table, Fully Assembled",922.95,1,0,341.49,282.09,Critical
45999,SA-2011-7130,09-02-2011,09-07-2011,Standard Class,EH-4125,Eugene Hildebrand,Home Office,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA,OFF-BOS-10000477,Office Supplies,Art,"Boston Canvas, Blue",107.28,2,0,26.82,8.19,Medium
46000,SA-2011-7130,09-02-2011,09-07-2011,Standard Class,EH-4125,Eugene Hildebrand,Home Office,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA,OFF-GLO-10004223,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Security-Tint",12.3,1,0,4.65,1.09,Medium
46001,SA-2011-7130,09-02-2011,09-07-2011,Standard Class,EH-4125,Eugene Hildebrand,Home Office,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA,FUR-DAN-10004625,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",486.36,4,0,213.96,38.96,Medium
46002,SA-2011-7130,09-02-2011,09-07-2011,Standard Class,EH-4125,Eugene Hildebrand,Home Office,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA,FUR-RUB-10001717,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",97.56,2,0,4.86,7.01,Medium
47824,TU-2011-7970,09-02-2011,09-06-2011,Standard Class,JE-5715,Joe Elijah,Consumer,Izmir,Izmir,Turkey,,EMEA,EMEA,OFF-STA-10004885,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase",17.88,1,0.6,-18.33,2.09,High
49883,CG-2011-6740,09-02-2011,09-03-2011,First Class,SO-10335,Sean O'Donnell,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa,OFF-XER-10003495,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",44.97,1,0,13.47,11.61,High
49884,CG-2011-6740,09-02-2011,09-03-2011,First Class,SO-10335,Sean O'Donnell,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa,OFF-AVE-10002311,Office Supplies,Binders,"Avery Binder Covers, Durable",50.28,4,0,6.48,7.68,High
49885,CG-2011-6740,09-02-2011,09-03-2011,First Class,SO-10335,Sean O'Donnell,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa,OFF-HON-10001102,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",35.04,4,0,5.52,10.3,High
50568,MA-2011-4210,09-02-2011,09-07-2011,Second Class,PN-8775,Parhena Norris,Home Office,Fianarantsoa,Haute-Matsiatra,Madagascar,,Africa,Africa,OFF-FEL-10001343,Office Supplies,Storage,"Fellowes Box, Wire Frame",75,4,0,34.44,8.87,Medium
50569,MA-2011-4210,09-02-2011,09-07-2011,Second Class,PN-8775,Parhena Norris,Home Office,Fianarantsoa,Haute-Matsiatra,Madagascar,,Africa,Africa,TEC-MOT-10002372,Technology,Phones,"Motorola Speaker Phone, Full Size",131.07,1,0,14.4,12.44,Medium
50969,SA-2011-1930,09-02-2011,09-08-2011,Standard Class,AA-375,Allen Armold,Consumer,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA,OFF-STA-10001968,Office Supplies,Art,"Stanley Canvas, Water Color",105.3,2,0,46.32,7.79,Medium
34519,CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,1.06,High
34520,CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,1.32,High
34521,CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,81.54,High
34522,CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,2.88,High
34523,CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,1.72,High
34524,CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,5.6,High
34525,CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-0.0895,0.93,High
1210,US-2011-120383,11-02-2011,11-04-2011,First Class,DB-13405,Denny Blanton,Consumer,Miramar,Tamaulipas,Mexico,,LATAM,North,FUR-CH-10004844,Furniture,Chairs,"Novimex Swivel Stool, Adjustable",178.08,2,0.2,-44.52,26.81,High
1211,US-2011-120383,11-02-2011,11-04-2011,First Class,DB-13405,Denny Blanton,Consumer,Miramar,Tamaulipas,Mexico,,LATAM,North,OFF-BI-10004980,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",7.6,2,0,1.12,0.93,High
1286,MX-2011-132605,11-02-2011,11-04-2011,Second Class,BT-11305,Beth Thompson,Home Office,Lázaro Cárdenas,Michoacán,Mexico,,LATAM,North,TEC-PH-10003636,Technology,Phones,"Samsung Speaker Phone, Cordless",336.24,4,0,73.92,137.67,Critical
2217,MX-2011-132213,11-02-2011,11-06-2011,Second Class,BS-11665,Brian Stugart,Consumer,Brasília,Federal District,Brazil,,LATAM,South,OFF-FA-10002895,Office Supplies,Fasteners,"Advantus Rubber Bands, Bulk Pack",33.18,3,0,4.26,5.33,High
2703,US-2011-137540,11-02-2011,11-09-2011,Standard Class,MT-18070,Michelle Tran,Home Office,San Pedro Sula,Cortés,Honduras,,LATAM,Central,FUR-CH-10001044,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",40.152,1,0.4,-24.108,0.75,Medium
3050,MX-2011-169271,11-02-2011,11-02-2011,Same Day,SC-20020,Sam Craven,Consumer,Teziutlán,Puebla,Mexico,,LATAM,North,OFF-FA-10003885,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal",21.68,2,0,6.04,0.86,Medium
3071,MX-2011-144883,11-02-2011,11-08-2011,Standard Class,VG-21805,Vivek Grady,Corporate,Guantánamo,Guantánamo,Cuba,,LATAM,Caribbean,FUR-FU-10001126,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",32.52,1,0,13.32,2.07,Medium
3072,MX-2011-144883,11-02-2011,11-08-2011,Standard Class,VG-21805,Vivek Grady,Corporate,Guantánamo,Guantánamo,Cuba,,LATAM,Caribbean,FUR-BO-10003221,Furniture,Bookcases,"Safco Corner Shelving, Mobile",607.92,6,0,91.08,49.34,Medium
3073,MX-2011-144883,11-02-2011,11-08-2011,Standard Class,VG-21805,Vivek Grady,Corporate,Guantánamo,Guantánamo,Cuba,,LATAM,Caribbean,OFF-BI-10000070,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",36.6,2,0,13.16,4.25,Medium
11471,ES-2011-5941122,11-02-2011,11-08-2011,Standard Class,MH-17290,Marc Harrigan,Home Office,Hamburg,Hamburg,Germany,,EU,Central,OFF-AR-10004986,Office Supplies,Art,"Boston Pens, Easy-Erase",14.49,1,0,4.77,1.15,Medium
11472,ES-2011-5941122,11-02-2011,11-08-2011,Standard Class,MH-17290,Marc Harrigan,Home Office,Hamburg,Hamburg,Germany,,EU,Central,TEC-AC-10000097,Technology,Accessories,"Memorex Keyboard, Bluetooth",71.34,1,0,9.96,6.74,Medium
11473,ES-2011-5941122,11-02-2011,11-08-2011,Standard Class,MH-17290,Marc Harrigan,Home Office,Hamburg,Hamburg,Germany,,EU,Central,FUR-CH-10004969,Furniture,Chairs,"Office Star Bag Chairs, Red",199.584,4,0.1,22.104,17.21,Medium
11474,ES-2011-5941122,11-02-2011,11-08-2011,Standard Class,MH-17290,Marc Harrigan,Home Office,Hamburg,Hamburg,Germany,,EU,Central,TEC-PH-10004105,Technology,Phones,"Motorola Speaker Phone, VoIP",649.35,5,0,25.95,46.42,Medium
12647,ES-2011-5095223,11-02-2011,11-07-2011,Second Class,BS-11365,Bill Shonely,Corporate,Ipswich,England,United Kingdom,,EU,North,OFF-PA-10002524,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",85.23,3,0,35.73,9.93,Medium
12648,ES-2011-5095223,11-02-2011,11-07-2011,Second Class,BS-11365,Bill Shonely,Corporate,Ipswich,England,United Kingdom,,EU,North,OFF-BI-10001984,Office Supplies,Binders,"Ibico Binding Machine, Economy",154.26,3,0,13.86,15.3,Medium
16305,IT-2011-1781238,11-02-2011,11-07-2011,Standard Class,BD-11560,Brendan Dodson,Home Office,Leipzig,Saxony,Germany,,EU,Central,FUR-CH-10001582,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",1262.061,3,0.1,-42.129,89.16,Medium
17285,ES-2011-3401415,11-02-2011,11-07-2011,Standard Class,DL-12865,Dan Lawera,Consumer,Berlin,Berlin,Germany,,EU,Central,FUR-FU-10004313,Furniture,Furnishings,"Eldon Light Bulb, Duo Pack",22.734,1,0.1,7.554,1.83,Medium
18413,ES-2011-1141056,11-02-2011,11-08-2011,Standard Class,PR-18880,Patrick Ryan,Consumer,Nuremberg,Bavaria,Germany,,EU,Central,FUR-CH-10001726,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",593.46,7,0.1,250.53,37.46,Medium
18848,ES-2011-3028321,11-02-2011,11-06-2011,Standard Class,HA-14920,Helen Andreada,Consumer,Palermo,Sicily,Italy,,EU,South,OFF-EN-10004571,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window",177.84,8,0,81.6,10.33,Medium
20499,IN-2011-55919,11-02-2011,11-09-2011,Standard Class,NC-18340,Nat Carroll,Consumer,Chigasaki,Kanagawa,Japan,,APAC,North Asia,OFF-LA-10004745,Office Supplies,Labels,"Harbour Creations Shipping Labels, Adjustable",28.08,3,0,13.68,2.49,Medium
23148,ID-2011-32042,11-02-2011,11-07-2011,Standard Class,KD-16270,Karen Daniels,Consumer,Wodonga,Victoria,Australia,,APAC,Oceania,OFF-ST-10001707,Office Supplies,Storage,"Smead Shelving, Single Width",44.064,1,0.1,-2.946,4.24,High
23643,IN-2011-18959,11-02-2011,11-07-2011,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Satna,Madhya Pradesh,India,,APAC,Central Asia,OFF-LA-10002674,Office Supplies,Labels,"Harbour Creations Color Coded Labels, 5000 Label Set",66.45,5,0,3.9,4.88,Medium
23644,IN-2011-18959,11-02-2011,11-07-2011,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Satna,Madhya Pradesh,India,,APAC,Central Asia,TEC-AC-10000398,Technology,Accessories,"SanDisk Memory Card, Programmable",227.82,2,0,0,8.4,Medium
23645,IN-2011-18959,11-02-2011,11-07-2011,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Satna,Madhya Pradesh,India,,APAC,Central Asia,TEC-CO-10000972,Technology,Copiers,"Sharp Fax and Copier, Digital",504.72,3,0,232.11,32.89,Medium
23646,IN-2011-18959,11-02-2011,11-07-2011,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Satna,Madhya Pradesh,India,,APAC,Central Asia,FUR-FU-10003605,Furniture,Furnishings,"Eldon Light Bulb, Durable",22.23,1,0,9.99,0.85,Medium
35820,CA-2011-107454,11-02-2011,11-06-2011,Standard Class,RD-19720,Roger Demir,Consumer,New York City,New York,United States,10024,US,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7,0,16.0356,2.86,High
35821,CA-2011-107454,11-02-2011,11-06-2011,Standard Class,RD-19720,Roger Demir,Consumer,New York City,New York,United States,10024,US,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,0,24.1218,9.82,High
37524,CA-2011-148782,11-02-2011,11-07-2011,Standard Class,PO-18850,Patrick O'Brill,Consumer,Irving,Texas,United States,75061,US,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,4.83,Medium
37798,CA-2011-129147,11-02-2011,11-06-2011,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256,US,East,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6,0.4,-107.9928,35.78,High
37799,CA-2011-129147,11-02-2011,11-06-2011,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256,US,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,7,0.4,-10.0464,4.01,High
37800,CA-2011-129147,11-02-2011,11-06-2011,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256,US,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3,0.7,-13.4694,1.58,High
38573,CA-2011-120670,11-02-2011,11-06-2011,Standard Class,JK-16120,Julie Kriz,Home Office,Fort Lauderdale,Florida,United States,33311,US,South,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,799.92,10,0.2,239.976,67.38,Medium
38803,CA-2011-115889,11-02-2011,11-06-2011,Standard Class,SH-20395,Shahid Hopkins,Consumer,San Francisco,California,United States,94122,US,West,TEC-PH-10001615,Technology,Phones,AT&T CL82213,46.384,2,0.2,5.2182,6.76,High
38804,CA-2011-115889,11-02-2011,11-06-2011,Standard Class,SH-20395,Shahid Hopkins,Consumer,San Francisco,California,United States,94122,US,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0,105.2468,34.38,High
38873,CA-2011-134726,11-02-2011,11-07-2011,Second Class,SW-20755,Steven Ward,Corporate,Seattle,Washington,United States,98115,US,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0,15.0984,3.44,Medium
38874,CA-2011-134726,11-02-2011,11-07-2011,Second Class,SW-20755,Steven Ward,Corporate,Seattle,Washington,United States,98115,US,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.792,1,0.2,4.6193,3.91,Medium
41372,EG-2011-4220,11-02-2011,11-07-2011,Second Class,DH-3075,Dave Hallsten,Corporate,Cairo,Al Qahirah,Egypt,,Africa,Africa,OFF-IBI-10002486,Office Supplies,Binders,"Ibico Index Tab, Clear",8.91,1,0,1.59,0.8,Medium
41373,EG-2011-4220,11-02-2011,11-07-2011,Second Class,DH-3075,Dave Hallsten,Corporate,Cairo,Al Qahirah,Egypt,,Africa,Africa,TEC-SAM-10003493,Technology,Phones,"Samsung Signal Booster, VoIP",136.68,1,0,46.47,19.07,Medium
41374,EG-2011-4220,11-02-2011,11-07-2011,Second Class,DH-3075,Dave Hallsten,Corporate,Cairo,Al Qahirah,Egypt,,Africa,Africa,OFF-STA-10002719,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",26.04,1,0,8.85,3.51,Medium
42035,SF-2011-9000,11-02-2011,11-06-2011,Standard Class,CD-2790,Cynthia Delaney,Home Office,Port Elizabeth,Eastern Cape,South Africa,,Africa,Africa,TEC-HEW-10003260,Technology,Copiers,"Hewlett Fax and Copier, Digital",385.02,2,0,127.02,39.68,Medium
44309,HU-2011-630,11-02-2011,11-07-2011,Standard Class,RM-9675,Robert Marley,Home Office,Budapest,Budapest,Hungary,,EMEA,EMEA,OFF-BIC-10002270,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",32.19,1,0,12.21,2.6,Medium
44542,CA-2011-7860,11-02-2011,11-07-2011,Standard Class,NC-8625,Noah Childs,Corporate,St. John's,Newfoundland,Canada,,Canada,Canada,OFF-IBI-10003541,Office Supplies,Binders,"Ibico Binding Machine, Economy",102.84,2,0,9.24,9.85,High
44962,NI-2011-8040,11-02-2011,11-06-2011,Standard Class,JO-5550,Jesus Ocampo,Home Office,Ibadan,Oyo,Nigeria,,Africa,Africa,FUR-HAR-10001144,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",38.466,2,0.7,-30.774,2.65,Medium
44963,NI-2011-8040,11-02-2011,11-06-2011,Standard Class,JO-5550,Jesus Ocampo,Home Office,Ibadan,Oyo,Nigeria,,Africa,Africa,OFF-STA-10001636,Office Supplies,Art,"Stanley Markers, Water Color",45.684,6,0.7,-56.376,3.75,Medium
47196,TU-2011-3090,11-02-2011,11-06-2011,Standard Class,FH-4350,Fred Harton,Consumer,Mersin,Mersin,Turkey,,EMEA,EMEA,TEC-MOT-10001950,Technology,Phones,"Motorola Headset, Full Size",64.824,2,0.6,-61.596,5.51,Medium
47723,AG-2011-4410,11-02-2011,11-04-2011,First Class,JH-5985,Joseph Holt,Consumer,Bejaia,Bejaia,Algeria,,Africa,Africa,OFF-EAT-10003338,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",24.72,1,0,10.86,4.29,High
48211,RS-2011-1130,11-02-2011,11-02-2011,Same Day,TB-11520,Tracy Blumstein,Consumer,Sterlitamak,Bashkortostan,Russia,,EMEA,EMEA,OFF-BIC-10004976,Office Supplies,Art,"BIC Markers, Water Color",177.66,6,0,62.1,63.48,Critical
51119,IR-2011-3500,11-02-2011,11-02-2011,Same Day,MF-7665,Maureen Fritzler,Corporate,Kerman,Kerman,Iran,,EMEA,EMEA,FUR-DEF-10000572,Furniture,Furnishings,"Deflect-O Photo Frame, Duo Pack",103.92,2,0,0,28.43,Critical
12675,ES-2011-2719699,12-02-2011,12-08-2011,Standard Class,RM-19675,Robert Marley,Home Office,Villeurbanne,Rhône-Alpes,France,,EU,Central,OFF-AR-10003012,Office Supplies,Art,"Sanford Markers, Easy-Erase",70.56,3,0,1.35,5.23,Medium
14265,ES-2011-3341008,12-02-2011,12-03-2011,First Class,AH-10210,Alan Hwang,Consumer,Paris,Ile-de-France,France,,EU,Central,TEC-AC-10004203,Technology,Accessories,"Logitech Flash Drive, Bluetooth",30.51,1,0,13.11,2.06,Medium
14266,ES-2011-3341008,12-02-2011,12-03-2011,First Class,AH-10210,Alan Hwang,Consumer,Paris,Ile-de-France,France,,EU,Central,OFF-BI-10003616,Office Supplies,Binders,"Avery Binding Machine, Clear",676.2,14,0,81.06,79.41,Medium
