Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Country,Region,Market,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority
IN-2015-BE1145558-42342,04-12-2015,06-12-2015,Second Class,BE-1145558,Brad Eason,Home Office,Moradabad,Uttar Pradesh,India,Southern Asia,Asia Pacific,FUR-CH-4684,Furniture,Chairs,"Hon Rocking Chair, Set of Two",$398.61,3,0.0,$15.93,58.35,High
IN-2015-BE1145558-42342,04-12-2015,06-12-2015,Second Class,BE-1145558,Brad Eason,Home Office,Moradabad,Uttar Pradesh,India,Southern Asia,Asia Pacific,OFF-SU-2967,Office Supplies,Supplies,"Acme Box Cutter, Serrated",$69.00,2,0.0,$19.32,6.56,High
IN-2015-BE1145558-42342,04-12-2015,06-12-2015,Second Class,BE-1145558,Brad Eason,Home Office,Moradabad,Uttar Pradesh,India,Southern Asia,Asia Pacific,OFF-PA-6613,Office Supplies,Paper,"Xerox Message Books, 8.5 x 11",$49.02,2,0.0,$1.44,10.73,High
IN-2015-TG2131027-42342,04-12-2015,09-12-2015,Second Class,TG-2131027,Toby Gnade,Consumer,Suihua,Heilongjiang,China,Eastern Asia,Asia Pacific,OFF-LA-4657,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set",$45.15,5,0.0,$16.65,3.05,Medium
IN-2015-TG2131027-42342,04-12-2015,09-12-2015,Second Class,TG-2131027,Toby Gnade,Consumer,Suihua,Heilongjiang,China,Eastern Asia,Asia Pacific,OFF-LA-4536,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",$43.65,5,0.0,$15.15,3.07,Medium
IN-2015-KT16480102-42342,04-12-2015,10-12-2015,Standard Class,KT-16480102,Kean Thornton,Consumer,Pasig,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-BI-3251,Office Supplies,Binders,"Avery Binder, Clear",$31.52,3,0.15,$12.17,1.66,Medium
IN-2015-KT16480102-42342,04-12-2015,10-12-2015,Standard Class,KT-16480102,Kean Thornton,Consumer,Pasig,National Capital,Philippines,Southeastern Asia,Asia Pacific,OFF-LA-3260,Office Supplies,Labels,"Avery Color Coded Labels, 5000 Label Set",$7.52,1,0.45,-$4.12,1.59,Medium
IN-2015-KT16480102-42342,04-12-2015,10-12-2015,Standard Class,KT-16480102,Kean Thornton,Consumer,Pasig,National Capital,Philippines,Southeastern Asia,Asia Pacific,FUR-TA-3352,Furniture,Tables,"Barricks Training Table, Adjustable Height",$432.66,3,0.55,-$394.26,14.04,Medium
IN-2015-DB136157-42342,04-12-2015,09-12-2015,Second Class,DB-136157,Doug Bickford,Consumer,Palmerston,Northern Territory,Australia,Oceania,Asia Pacific,OFF-ST-4259,Office Supplies,Storage,"Fellowes File Cart, Single Width",$274.68,2,0.0,$137.34,25.76,Medium
IN-2015-DB136157-42342,04-12-2015,09-12-2015,Second Class,DB-136157,Doug Bickford,Consumer,Palmerston,Northern Territory,Australia,Oceania,Asia Pacific,OFF-AR-3534,Office Supplies,Art,"Boston Highlighters, Water Color",$132.30,6,0.0,$10.44,10.41,Medium
IN-2015-DB136157-42342,04-12-2015,09-12-2015,Second Class,DB-136157,Doug Bickford,Consumer,Palmerston,Northern Territory,Australia,Oceania,Asia Pacific,OFF-FA-2942,Office Supplies,Fasteners,"Accos Clamps, Bulk Pack",$77.52,4,0.0,$20.88,10.39,Medium
IN-2015-MS1736592-42342,04-12-2015,06-12-2015,First Class,MS-1736592,Maribeth Schnelling,Consumer,Christchurch,Canterbury,New Zealand,Oceania,Asia Pacific,FUR-CH-5803,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two",$351.84,4,0.0,$147.72,11.71,Medium
IN-2015-PS189707-42342,04-12-2015,08-12-2015,Standard Class,PS-189707,Paul Stevenson,Home Office,Hobart,Tasmania,Australia,Oceania,Asia Pacific,FUR-TA-4713,Furniture,Tables,"Hon Wood Table, with Bottom Storage","$2,125.32",4,0.0,$148.68,234.67,Medium
CA-2015-CS12460140-42342,04-12-2015,10-12-2015,Standard Class,CS-124601406,Chuck Sachs,Consumer,New York City,New York,United States,Eastern US,USCA,OFF-BI-4355,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,$83.92,5,0.2,$29.37,7.41,Medium
CA-2015-CS12460140-42342,04-12-2015,10-12-2015,Standard Class,CS-124601406,Chuck Sachs,Consumer,New York City,New York,United States,Eastern US,USCA,OFF-BI-6094,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,$14.62,2,0.2,$5.12,1.78,Medium
CA-2015-CS12460140-42342,04-12-2015,10-12-2015,Standard Class,CS-124601406,Chuck Sachs,Consumer,New York City,New York,United States,Eastern US,USCA,TEC-PH-3161,Technology,Phones,AT&T 1080 Corded phone,$136.99,1,0.0,$36.99,2.61,Medium
CA-2015-CS12460140-42342,04-12-2015,10-12-2015,Standard Class,CS-124601406,Chuck Sachs,Consumer,New York City,New York,United States,Eastern US,USCA,OFF-LA-3243,Office Supplies,Labels,Avery 520,$3.15,1,0.0,$1.51,1.18,Medium
CA-2015-TC21295140-42342,04-12-2015,04-12-2015,Same Day,TC-212951404,Toby Carlisle,Consumer,San Diego,California,United States,Western US,USCA,OFF-PA-6437,Office Supplies,Paper,Xerox 1888,$166.44,3,0.0,$79.89,36.43,High
CA-2015-ND18370140-42342,04-12-2015,06-12-2015,Second Class,ND-183701408,Natalie DeCherney,Consumer,Jacksonville,Florida,United States,Southern US,USCA,TEC-AC-4937,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,$47.99,1,0.2,$7.20,7.0,High
US-2015-MC17575140-42342,04-12-2015,11-12-2015,Standard Class,MC-175751408,Matt Collins,Consumer,Fayetteville,North Carolina,United States,Southern US,USCA,OFF-AP-3375,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,$45.22,3,0.2,$4.52,6.89,Low
US-2015-MC17575140-42342,04-12-2015,11-12-2015,Standard Class,MC-175751408,Matt Collins,Consumer,Fayetteville,North Carolina,United States,Southern US,USCA,OFF-BI-4356,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",$28.78,6,0.7,-$21.11,4.13,Low
US-2015-MC17575140-42342,04-12-2015,11-12-2015,Standard Class,MC-175751408,Matt Collins,Consumer,Fayetteville,North Carolina,United States,Southern US,USCA,OFF-PA-5677,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",$24.45,4,0.2,$8.86,2.88,Low
CA-2015-CM12655140-42342,04-12-2015,08-12-2015,Second Class,CM-126551404,Corinna Mitchell,Home Office,Seattle,Washington,United States,Western US,USCA,FUR-TA-3423,Furniture,Tables,"Bevis Oval Conference Table, Walnut",$521.96,2,0.0,$88.73,84.78,Medium
CA-2015-MV17485140-42342,04-12-2015,09-12-2015,Standard Class,MV-174851402,Mark Van Huff,Consumer,Houston,Texas,United States,Central US,USCA,FUR-FU-6298,Furniture,Furnishings,Tensor Brushed Steel Torchiere Floor Lamp,$13.59,2,0.6,-$14.27,1.82,Medium
CA-2015-CC12550140-42342,04-12-2015,07-12-2015,First Class,CC-125501402,Clay Cheatham,Consumer,Plano,Texas,United States,Central US,USCA,OFF-PA-6557,Office Supplies,Paper,Xerox 1998,$10.37,2,0.2,$3.63,1.1,High
CA-2015-LC16870140-42342,04-12-2015,07-12-2015,Second Class,LC-168701404,Lena Cacioppo,Consumer,Thornton,Colorado,United States,Western US,USCA,OFF-AR-5324,Office Supplies,Art,Newell 344,$13.34,6,0.2,$1.00,1.18,High
CA-2015-LC16870140-42342,04-12-2015,07-12-2015,Second Class,LC-168701404,Lena Cacioppo,Consumer,Thornton,Colorado,United States,Western US,USCA,TEC-AC-5207,Technology,Accessories,Memorex Micro Travel Drive 16 GB,$76.75,6,0.2,$10.55,2.18,High
CA-2015-LC16870140-42342,04-12-2015,07-12-2015,Second Class,LC-168701404,Lena Cacioppo,Consumer,Thornton,Colorado,United States,Western US,USCA,TEC-AC-5207,Technology,Accessories,Memorex Micro Travel Drive 16 GB,$102.34,8,0.2,$14.07,11.91,High
CA-2015-LC16870140-42342,04-12-2015,07-12-2015,Second Class,LC-168701404,Lena Cacioppo,Consumer,Thornton,Colorado,United States,Western US,USCA,OFF-PA-6414,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",$10.32,2,0.2,$3.74,1.24,High
CA-2015-LC16870140-42342,04-12-2015,07-12-2015,Second Class,LC-168701404,Lena Cacioppo,Consumer,Thornton,Colorado,United States,Western US,USCA,OFF-SU-4115,Office Supplies,Supplies,"Elite 5"" Scissors",$47.32,7,0.2,$5.91,5.84,High
CA-2015-LC16870140-42342,04-12-2015,07-12-2015,Second Class,LC-168701404,Lena Cacioppo,Consumer,Thornton,Colorado,United States,Western US,USCA,OFF-FA-6129,Office Supplies,Fasteners,Staples,$23.38,3,0.2,$7.01,4.19,High
CA-2015-LC16870140-42342,04-12-2015,07-12-2015,Second Class,LC-168701404,Lena Cacioppo,Consumer,Thornton,Colorado,United States,Western US,USCA,FUR-FU-4070,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",$16.72,5,0.2,$3.34,1.32,High
CA-2015-LC16870140-42342,04-12-2015,07-12-2015,Second Class,LC-168701404,Lena Cacioppo,Consumer,Thornton,Colorado,United States,Western US,USCA,FUR-FU-3922,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,$16.19,1,0.2,$4.66,3.39,High
TU-2015-BN1515134-42342,04-12-2015,10-12-2015,Standard Class,BN-1515134,Bradley Nguyen,Consumer,Istanbul,Istanbul,Turkey,Western Asia,Asia Pacific,OFF-BI-3723,Office Supplies,Binders,"Cardinal Binder, Recycled",$11.35,2,0.6,-$11.09,1.56,Medium
EG-2015-RA994538-42342,04-12-2015,08-12-2015,Second Class,RA-994538,Ryan Akin,Consumer,Bilbeis,Ash Sharqiyah,Egypt,North Africa,Africa,OFF-ST-6248,Office Supplies,Storage,"Tenex File Cart, Single Width",$134.61,1,0.0,$63.24,1.99,Medium
EG-2015-RA994538-42342,04-12-2015,08-12-2015,Second Class,RA-994538,Ryan Akin,Consumer,Bilbeis,Ash Sharqiyah,Egypt,North Africa,Africa,TEC-PH-3818,Technology,Phones,"Cisco Speaker Phone, with Caller ID",$138.48,1,0.0,$5.52,18.57,Medium
TU-2015-JH6180134-42342,04-12-2015,09-12-2015,Standard Class,JH-6180134,Justin Hirsh,Consumer,Istanbul,Istanbul,Turkey,Western Asia,Asia Pacific,OFF-BI-3723,Office Supplies,Binders,"Cardinal Binder, Recycled",$5.68,1,0.6,-$5.54,1.47,Medium
TU-2015-JH6180134-42342,04-12-2015,09-12-2015,Standard Class,JH-6180134,Justin Hirsh,Consumer,Istanbul,Istanbul,Turkey,Western Asia,Asia Pacific,OFF-PA-4466,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",$13.56,1,0.6,-$15.27,1.36,Medium
AG-2015-RD96603-42342,04-12-2015,10-12-2015,Standard Class,RD-96603,Robert Dilbeck,Home Office,Oran,Oran,Algeria,North Africa,Africa,OFF-AP-4749,Office Supplies,Appliances,"Hoover Toaster, White",$163.56,2,0.0,$57.24,16.64,Medium
AG-2015-RD96603-42342,04-12-2015,10-12-2015,Standard Class,RD-96603,Robert Dilbeck,Home Office,Oran,Oran,Algeria,North Africa,Africa,TEC-CO-3611,Technology,Copiers,"Brother Wireless Fax, Laser","$1,515.24",4,0.0,$560.52,98.08,Medium
AG-2015-RD96603-42342,04-12-2015,10-12-2015,Standard Class,RD-96603,Robert Dilbeck,Home Office,Oran,Oran,Algeria,North Africa,Africa,OFF-AR-3548,Office Supplies,Art,"Boston Pens, Fluorescent",$92.88,6,0.0,$15.66,4.95,Medium
TU-2015-FP4320134-42342,04-12-2015,10-12-2015,Standard Class,FP-4320134,Frank Preis,Consumer,Istanbul,Istanbul,Turkey,Western Asia,Asia Pacific,OFF-SU-4123,Office Supplies,Supplies,"Elite Ruler, Easy Grip",$37.01,6,0.6,-$49.21,2.57,Medium
RO-2015-JE5475107-42342,04-12-2015,08-12-2015,Standard Class,JE-5475107,Jeremy Ellison,Consumer,Oradea,Bihor,Romania,Eastern Europe,Europe,TEC-AC-4154,Technology,Accessories,"Enermax Flash Drive, USB",$41.73,1,0.0,$16.26,2.46,Medium
US-2015-TG216405-42343,05-12-2015,11-12-2015,Standard Class,TG-216405,Trudy Glocke,Consumer,La Plata,Provincia de Buenos Aires,Argentina,South America,LATAM,FUR-BO-4859,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional",$272.54,4,0.4,-$54.58,12.426,Medium
US-2015-TG216405-42343,05-12-2015,11-12-2015,Standard Class,TG-216405,Trudy Glocke,Consumer,La Plata,Provincia de Buenos Aires,Argentina,South America,LATAM,FUR-CH-5412,Furniture,Chairs,"Novimex Swivel Stool, Black",$64.81,1,0.4,-$32.41,3.578,Medium
US-2015-TG216405-42343,05-12-2015,11-12-2015,Standard Class,TG-216405,Trudy Glocke,Consumer,La Plata,Provincia de Buenos Aires,Argentina,South America,LATAM,OFF-EN-4454,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, with clear poly window",$29.92,3,0.4,-$10.52,2.59,Medium
US-2015-TG216405-42343,05-12-2015,11-12-2015,Standard Class,TG-216405,Trudy Glocke,Consumer,La Plata,Provincia de Buenos Aires,Argentina,South America,LATAM,OFF-LA-3272,Office Supplies,Labels,"Avery File Folder Labels, Adjustable",$2.81,1,0.4,$0.27,1.154,Medium
MX-2015-MK1790539-42343,05-12-2015,06-12-2015,First Class,MK-1790539,Michael Kennedy,Corporate,San Salvador,San Salvador,El Salvador,Central America,LATAM,OFF-BI-2899,Office Supplies,Binders,"Acco Binding Machine, Clear",$67.40,2,0.0,$13.48,5.979,Medium
MX-2015-MK1790539-42343,05-12-2015,06-12-2015,First Class,MK-1790539,Michael Kennedy,Corporate,San Salvador,San Salvador,El Salvador,Central America,LATAM,OFF-SU-4979,Office Supplies,Supplies,"Kleencut Letter Opener, High Speed",$52.92,3,0.0,$3.66,7.567,Medium
MX-2015-LL1684031-42343,05-12-2015,07-12-2015,Second Class,LL-1684031,Lauren Leatherbury,Consumer,Santiago de Cuba,Santiago de Cuba,Cuba,Caribbean,LATAM,OFF-BI-3256,Office Supplies,Binders,"Avery Binding Machine, Durable",$167.80,5,0.0,$23.40,27.486,High
MX-2015-JD1589555-42343,05-12-2015,05-12-2015,Same Day,JD-1589555,Jonathan Doherty,Corporate,Tegucigalpa,Francisco Morazán,Honduras,Central America,LATAM,TEC-AC-5894,Technology,Accessories,"SanDisk Router, Bluetooth",$307.62,3,0.4,$40.98,76.065,High
MX-2015-AC1042082-42343,05-12-2015,10-12-2015,Standard Class,AC-1042082,Alyssa Crouse,Corporate,Reynosa,Tamaulipas,Mexico,Central America,LATAM,OFF-SU-4978,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip",$36.08,2,0.0,$14.04,2.277,Medium
MX-2015-AC1042082-42343,05-12-2015,10-12-2015,Standard Class,AC-1042082,Alyssa Crouse,Corporate,Reynosa,Tamaulipas,Mexico,Central America,LATAM,OFF-BI-3251,Office Supplies,Binders,"Avery Binder, Clear",$16.48,2,0.0,$3.44,1.847,Medium
MX-2015-MD1735082-42343,05-12-2015,09-12-2015,Standard Class,MD-1735082,Maribeth Dona,Consumer,Querétaro,Querétaro,Mexico,Central America,LATAM,OFF-ST-4268,Office Supplies,Storage,"Fellowes Lockers, Single Width",$138.24,1,0.0,$33.16,4.902,Medium
IT-2015-NF1847591-42343,05-12-2015,09-12-2015,Second Class,NF-1847591,Neil Französisch,Home Office,Velsen,North Holland,Netherlands,Western Europe,Europe,OFF-ST-4061,Office Supplies,Storage,"Eldon Folders, Industrial",$26.19,3,0.5,-$24.66,2.67,Medium
IT-2015-BF1121545-42343,05-12-2015,12-12-2015,Standard Class,BF-1121545,Benjamin Farhat,Home Office,Villeneuve-sur-Lot,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,OFF-AP-4500,Office Supplies,Appliances,"Hamilton Beach Microwave, White","$1,262.93",5,0.1,-$56.18,92.04,Medium
ES-2015-CS12250139-42343,05-12-2015,09-12-2015,Second Class,CS-12250139,Chris Selesnick,Corporate,Stoke-on-Trent,England,United Kingdom,Northern Europe,Europe,OFF-ST-4259,Office Supplies,Storage,"Fellowes File Cart, Single Width",$549.36,4,0.0,$0.00,52.04,High
ES-2015-CS12250139-42343,05-12-2015,09-12-2015,Second Class,CS-12250139,Chris Selesnick,Corporate,Stoke-on-Trent,England,United Kingdom,Northern Europe,Europe,OFF-ST-5701,Office Supplies,Storage,"Rogers Lockers, Industrial",$424.20,2,0.0,$161.16,43.78,High
ES-2015-ES1402045-42343,05-12-2015,10-12-2015,Standard Class,ES-1402045,Erica Smith,Consumer,Pierrefitte-sur-Seine,Ile-de-France,France,Western Europe,Europe,OFF-EN-4434,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, with clear poly window",$41.76,2,0.0,$12.48,2.76,Medium
ES-2015-ES1402045-42343,05-12-2015,10-12-2015,Standard Class,ES-1402045,Erica Smith,Consumer,Pierrefitte-sur-Seine,Ile-de-France,France,Western Europe,Europe,OFF-PA-3998,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",$123.60,5,0.0,$54.30,8.26,Medium
ES-2015-ES1402045-42343,05-12-2015,10-12-2015,Standard Class,ES-1402045,Erica Smith,Consumer,Pierrefitte-sur-Seine,Ile-de-France,France,Western Europe,Europe,OFF-ST-4258,Office Supplies,Storage,"Fellowes File Cart, Industrial",$248.02,2,0.1,$8.26,8.02,Medium
ES-2015-BK1126045-42343,05-12-2015,07-12-2015,First Class,BK-1126045,Berenike Kampe,Consumer,Montigny-le-Bretonneux,Ile-de-France,France,Western Europe,Europe,OFF-AR-3482,Office Supplies,Art,"Binney & Smith Highlighters, Easy-Erase",$16.86,1,0.0,$6.06,1.67,High
IT-2015-NK18490139-42343,05-12-2015,09-12-2015,Second Class,NK-18490139,Neil Knudson,Home Office,Guildford,England,United Kingdom,Northern Europe,Europe,FUR-FU-5719,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",$70.31,2,0.3,-$14.11,9.61,High
IT-2015-DK1322564-42343,05-12-2015,07-12-2015,Second Class,DK-1322564,Dean Katz,Corporate,Agrigento,Sicily,Italy,Southern Europe,Europe,OFF-ST-4260,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",$245.48,3,0.4,-$77.80,30.38,High
IT-2015-DK1322564-42343,05-12-2015,07-12-2015,Second Class,DK-1322564,Dean Katz,Corporate,Agrigento,Sicily,Italy,Southern Europe,Europe,OFF-PA-4470,Office Supplies,Paper,"Green Bar Memo Slips, 8.5 x 11",$147.63,7,0.0,$72.24,18.6,High
IT-2015-DK1322564-42343,05-12-2015,07-12-2015,Second Class,DK-1322564,Dean Katz,Corporate,Agrigento,Sicily,Italy,Southern Europe,Europe,OFF-PA-3996,Office Supplies,Paper,"Eaton Memo Slips, Premium",$27.48,2,0.0,$9.30,2.85,High
ES-2015-TS2120545-42343,05-12-2015,11-12-2015,Standard Class,TS-2120545,Thomas Seio,Corporate,Pau,Aquitaine-Limousin-Poitou-Charentes,France,Western Europe,Europe,OFF-SU-2985,Office Supplies,Supplies,"Acme Ruler, High Speed",$83.55,5,0.0,$3.30,6.2,Medium
ES-2015-TA21385120-42343,05-12-2015,10-12-2015,Standard Class,TA-21385120,Tom Ashbrook,Home Office,Sant Boi de Llobregat,Catalonia,Spain,Southern Europe,Europe,OFF-BI-2900,Office Supplies,Binders,"Acco Binding Machine, Durable",$157.77,3,0.0,$37.80,14.7,Medium
ES-2015-TA21385120-42343,05-12-2015,10-12-2015,Standard Class,TA-21385120,Tom Ashbrook,Home Office,Sant Boi de Llobregat,Catalonia,Spain,Southern Europe,Europe,OFF-PA-3988,Office Supplies,Paper,"Eaton Cards & Envelopes, Premium",$90.36,2,0.0,$27.06,1.67,Medium
IN-2015-MG1789056-42343,05-12-2015,11-12-2015,Standard Class,MG-1789056,Michael Granlund,Home Office,Kowloon,Hong Kong,Hong Kong,Eastern Asia,Asia Pacific,OFF-SU-4129,Office Supplies,Supplies,"Elite Scissors, Serrated",$57.69,3,0.0,$24.21,2.55,Medium
IN-2015-MG1789056-42343,05-12-2015,11-12-2015,Standard Class,MG-1789056,Michael Granlund,Home Office,Kowloon,Hong Kong,Hong Kong,Eastern Asia,Asia Pacific,OFF-PA-4476,Office Supplies,Paper,"Green Bar Message Books, Premium",$71.37,3,0.0,$22.77,3.63,Medium
IN-2015-MG1789056-42343,05-12-2015,11-12-2015,Standard Class,MG-1789056,Michael Granlund,Home Office,Kowloon,Hong Kong,Hong Kong,Eastern Asia,Asia Pacific,OFF-AP-4736,Office Supplies,Appliances,"Hoover Refrigerator, Red","$2,105.04",4,0.0,$715.68,63.68,Medium
IN-2015-KW1643527-42343,05-12-2015,10-12-2015,Standard Class,KW-1643527,Katrina Willman,Consumer,Tongliao,Inner Mongolia,China,Eastern Asia,Asia Pacific,FUR-BO-5940,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Metal",$498.42,3,0.0,$224.28,48.24,Medium
IN-2015-CL1256527-42343,05-12-2015,10-12-2015,Standard Class,CL-1256527,Clay Ludtke,Consumer,Yangzhou,Jiangsu,China,Eastern Asia,Asia Pacific,OFF-BI-4807,Office Supplies,Binders,"Ibico Binder Covers, Clear",$39.33,3,0.0,$7.83,1.89,Medium
IN-2015-CL1256527-42343,05-12-2015,10-12-2015,Standard Class,CL-1256527,Clay Ludtke,Consumer,Yangzhou,Jiangsu,China,Eastern Asia,Asia Pacific,OFF-AR-3489,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",$121.80,5,0.0,$7.20,7.99,Medium
ID-2015-TC211457-42343,05-12-2015,08-12-2015,First Class,TC-211457,Theresa Coyne,Corporate,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,FUR-CH-4701,Furniture,Chairs,"Hon Swivel Stool, Adjustable",$897.16,6,0.1,-$10.04,150.43,High
IN-2015-GK1462027-42343,05-12-2015,10-12-2015,Standard Class,GK-1462027,Grace Kelly,Corporate,Suzhou,Anhui,China,Eastern Asia,Asia Pacific,OFF-BI-3739,Office Supplies,Binders,"Cardinal Index Tab, Economy",$35.04,4,0.0,$12.60,2.66,Medium
IN-2015-MM180557-42343,05-12-2015,11-12-2015,Standard Class,MM-180557,Michelle Moray,Consumer,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,OFF-FA-3063,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",$60.16,4,0.1,$15.28,2.83,Medium
IN-2015-MM180557-42343,05-12-2015,11-12-2015,Standard Class,MM-180557,Michelle Moray,Consumer,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,TEC-MA-6132,Technology,Machines,"StarTech Calculator, Durable",$108.22,3,0.1,-$12.02,5.97,Medium
IN-2015-MM180557-42343,05-12-2015,11-12-2015,Standard Class,MM-180557,Michelle Moray,Consumer,Gold Coast,Queensland,Australia,Oceania,Asia Pacific,OFF-BI-4812,Office Supplies,Binders,"Ibico Binder, Durable",$91.69,6,0.1,$11.05,8.78,Medium
IN-2015-CG1204092-42343,05-12-2015,05-12-2015,Same Day,CG-1204092,Catherine Glotzbach,Home Office,Wellington,Wellington,New Zealand,Oceania,Asia Pacific,OFF-FA-5472,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",$49.44,4,0.0,$23.16,11.66,Critical
IN-2015-EM139607-42343,05-12-2015,10-12-2015,Standard Class,EM-139607,Eric Murdock,Consumer,Goulburn,New South Wales,Australia,Oceania,Asia Pacific,OFF-SU-6175,Office Supplies,Supplies,"Stiletto Scissors, Steel",$46.02,2,0.0,$0.90,4.5,High
ID-2015-MG1820592-42343,05-12-2015,09-12-2015,Standard Class,MG-1820592,Mitch Gastineau,Corporate,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,TEC-PH-3817,Technology,Phones,"Cisco Speaker Phone, VoIP",$166.28,2,0.4,-$72.10,8.98,Medium
ID-2015-MG1820592-42343,05-12-2015,09-12-2015,Standard Class,MG-1820592,Mitch Gastineau,Corporate,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,TEC-CO-6004,Technology,Copiers,"Sharp Ink, Laser",$447.88,6,0.4,-$283.82,12.38,Medium
ID-2015-MG1820592-42343,05-12-2015,09-12-2015,Standard Class,MG-1820592,Mitch Gastineau,Corporate,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,OFF-PA-4477,Office Supplies,Paper,"Green Bar Message Books, Recycled",$28.44,2,0.4,-$8.10,1.18,Medium
ID-2015-MG1820592-42343,05-12-2015,09-12-2015,Standard Class,MG-1820592,Mitch Gastineau,Corporate,Auckland,Auckland,New Zealand,Oceania,Asia Pacific,OFF-AR-5904,Office Supplies,Art,"Sanford Canvas, Fluorescent",$62.14,2,0.4,-$9.32,3.31,Medium
CA-2015-CM12160140-42343,05-12-2015,09-12-2015,Standard Class,CM-121601406,Charles McCrossin,Consumer,Philadelphia,Pennsylvania,United States,Eastern US,USCA,OFF-BI-6209,Office Supplies,Binders,Storex Dura Pro Binders,$5.35,3,0.7,-$4.46,1.25,Medium
CA-2015-DV13045140-42343,05-12-2015,05-12-2015,Same Day,DV-130451406,Darrin Van Huff,Corporate,Philadelphia,Pennsylvania,United States,Eastern US,USCA,FUR-CH-5755,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",$188.55,7,0.3,-$2.69,38.24,High
CA-2015-MS17980140-42343,05-12-2015,10-12-2015,Standard Class,MS-179801406,Michael Stewart,Corporate,Philadelphia,Pennsylvania,United States,Eastern US,USCA,FUR-CH-4395,Furniture,Chairs,Global Chrome Stack Chair,$239.96,10,0.3,-$10.28,19.4,Medium
CA-2015-MS17980140-42343,05-12-2015,10-12-2015,Standard Class,MS-179801406,Michael Stewart,Corporate,Philadelphia,Pennsylvania,United States,Eastern US,USCA,FUR-FU-4515,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,$54.77,2,0.2,$6.85,4.88,Medium
CA-2015-MS17980140-42343,05-12-2015,10-12-2015,Standard Class,MS-179801406,Michael Stewart,Corporate,Philadelphia,Pennsylvania,United States,Eastern US,USCA,OFF-AR-3973,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,$13.39,3,0.2,$3.18,2.02,Medium
CA-2015-MS17980140-42343,05-12-2015,10-12-2015,Standard Class,MS-179801406,Michael Stewart,Corporate,Philadelphia,Pennsylvania,United States,Eastern US,USCA,OFF-PA-6512,Office Supplies,Paper,Xerox 1956,$23.92,5,0.2,$8.67,1.51,Medium
CA-2015-MS17980140-42343,05-12-2015,10-12-2015,Standard Class,MS-179801406,Michael Stewart,Corporate,Philadelphia,Pennsylvania,United States,Eastern US,USCA,TEC-AC-5104,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,$255.97,4,0.2,-$28.80,23.17,Medium
CA-2015-CB12415140-42343,05-12-2015,10-12-2015,Standard Class,CB-124151402,Christy Brittain,Consumer,Chicago,Illinois,United States,Central US,USCA,OFF-ST-3058,Office Supplies,Storage,Advantus Rolling Drawer Organizers,$61.57,2,0.2,$4.62,4.45,Medium
US-2015-TP21130140-42343,05-12-2015,09-12-2015,Standard Class,TP-211301402,Theone Pippenger,Consumer,Rochester,Minnesota,United States,Central US,USCA,OFF-AR-5287,Office Supplies,Art,Newell 310,$8.80,5,0.0,$2.55,1.56,Medium
