Order ID,31-12-2010,Ship Date,Ship Mode,EM-14139,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
SA-2011-7130,09-02-2011,09-07-2011,Standard Class,EH-4125,Eugene Hildebrand,Home Office,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA,FUR-DAN-10004625,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile",486.36,4,0,213.96,38.96,Medium
SA-2011-7130,09-02-2011,09-07-2011,Standard Class,EH-4125,Eugene Hildebrand,Home Office,Mecca,Makkah,Saudi Arabia,,EMEA,EMEA,FUR-RUB-10001717,Furniture,Furnishings,"Rubbermaid Photo Frame, Durable",97.56,2,0,4.86,7.01,Medium
TU-2011-7970,09-02-2011,09-06-2011,Standard Class,JE-5715,Joe Elijah,Consumer,Izmir,Izmir,Turkey,,EMEA,EMEA,OFF-STA-10004885,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase",17.88,1,0.6,-18.33,2.09,High
CG-2011-6740,09-02-2011,09-03-2011,First Class,SO-10335,Sean O'Donnell,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa,OFF-XER-10003495,Office Supplies,Paper,"Xerox Cards & Envelopes, Premium",44.97,1,0,13.47,11.61,High
CG-2011-6740,09-02-2011,09-03-2011,First Class,SO-10335,Sean O'Donnell,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa,OFF-AVE-10002311,Office Supplies,Binders,"Avery Binder Covers, Durable",50.28,4,0,6.48,7.68,High
CG-2011-6740,09-02-2011,09-03-2011,First Class,SO-10335,Sean O'Donnell,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa,OFF-HON-10001102,Office Supplies,Labels,"Hon Legal Exhibit Labels, Adjustable",35.04,4,0,5.52,10.3,High
MA-2011-4210,09-02-2011,09-07-2011,Second Class,PN-8775,Parhena Norris,Home Office,Fianarantsoa,Haute-Matsiatra,Madagascar,,Africa,Africa,OFF-FEL-10001343,Office Supplies,Storage,"Fellowes Box, Wire Frame",75,4,0,34.44,8.87,Medium
MA-2011-4210,09-02-2011,09-07-2011,Second Class,PN-8775,Parhena Norris,Home Office,Fianarantsoa,Haute-Matsiatra,Madagascar,,Africa,Africa,TEC-MOT-10002372,Technology,Phones,"Motorola Speaker Phone, Full Size",131.07,1,0,14.4,12.44,Medium
SA-2011-1930,09-02-2011,09-08-2011,Standard Class,AA-375,Allen Armold,Consumer,Jeddah,Makkah,Saudi Arabia,,EMEA,EMEA,OFF-STA-10001968,Office Supplies,Art,"Stanley Canvas, Water Color",105.3,2,0,46.32,7.79,Medium
CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,1.06,High
CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,1.32,High
CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,81.54,High
CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,2.88,High
CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,1.72,High
CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,5.6,High
CA-2011-108189,10-02-2011,10-05-2011,First Class,ES-14080,Erin Smith,Corporate,Tempe,Arizona,United States,85281,US,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-0.0895,0.93,High
US-2011-120383,11-02-2011,11-04-2011,First Class,DB-13405,Denny Blanton,Consumer,Miramar,Tamaulipas,Mexico,,LATAM,North,FUR-CH-10004844,Furniture,Chairs,"Novimex Swivel Stool, Adjustable",178.08,2,0.2,-44.52,26.81,High
US-2011-120383,11-02-2011,11-04-2011,First Class,DB-13405,Denny Blanton,Consumer,Miramar,Tamaulipas,Mexico,,LATAM,North,OFF-BI-10004980,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled",7.6,2,0,1.12,0.93,High
MX-2011-132605,11-02-2011,11-04-2011,Second Class,BT-11305,Beth Thompson,Home Office,Lázaro Cárdenas,Michoacán,Mexico,,LATAM,North,TEC-PH-10003636,Technology,Phones,"Samsung Speaker Phone, Cordless",336.24,4,0,73.92,137.67,Critical
MX-2011-132213,11-02-2011,11-06-2011,Second Class,BS-11665,Brian Stugart,Consumer,Brasília,Federal District,Brazil,,LATAM,South,OFF-FA-10002895,Office Supplies,Fasteners,"Advantus Rubber Bands, Bulk Pack",33.18,3,0,4.26,5.33,High
US-2011-137540,11-02-2011,11-09-2011,Standard Class,MT-18070,Michelle Tran,Home Office,San Pedro Sula,Cortés,Honduras,,LATAM,Central,FUR-CH-10001044,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Adjustable",40.152,1,0.4,-24.108,0.75,Medium
MX-2011-169271,11-02-2011,11-02-2011,Same Day,SC-20020,Sam Craven,Consumer,Teziutlán,Puebla,Mexico,,LATAM,North,OFF-FA-10003885,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal",21.68,2,0,6.04,0.86,Medium
MX-2011-144883,11-02-2011,11-08-2011,Standard Class,VG-21805,Vivek Grady,Corporate,Guantánamo,Guantánamo,Cuba,,LATAM,Caribbean,FUR-FU-10001126,Furniture,Furnishings,"Rubbermaid Clock, Erganomic",32.52,1,0,13.32,2.07,Medium
MX-2011-144883,11-02-2011,11-08-2011,Standard Class,VG-21805,Vivek Grady,Corporate,Guantánamo,Guantánamo,Cuba,,LATAM,Caribbean,FUR-BO-10003221,Furniture,Bookcases,"Safco Corner Shelving, Mobile",607.92,6,0,91.08,49.34,Medium
MX-2011-144883,11-02-2011,11-08-2011,Standard Class,VG-21805,Vivek Grady,Corporate,Guantánamo,Guantánamo,Cuba,,LATAM,Caribbean,OFF-BI-10000070,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear",36.6,2,0,13.16,4.25,Medium
ES-2011-5941122,11-02-2011,11-08-2011,Standard Class,MH-17290,Marc Harrigan,Home Office,Hamburg,Hamburg,Germany,,EU,Central,OFF-AR-10004986,Office Supplies,Art,"Boston Pens, Easy-Erase",14.49,1,0,4.77,1.15,Medium
ES-2011-5941122,11-02-2011,11-08-2011,Standard Class,MH-17290,Marc Harrigan,Home Office,Hamburg,Hamburg,Germany,,EU,Central,TEC-AC-10000097,Technology,Accessories,"Memorex Keyboard, Bluetooth",71.34,1,0,9.96,6.74,Medium
ES-2011-5941122,11-02-2011,11-08-2011,Standard Class,MH-17290,Marc Harrigan,Home Office,Hamburg,Hamburg,Germany,,EU,Central,FUR-CH-10004969,Furniture,Chairs,"Office Star Bag Chairs, Red",199.584,4,0.1,22.104,17.21,Medium
ES-2011-5941122,11-02-2011,11-08-2011,Standard Class,MH-17290,Marc Harrigan,Home Office,Hamburg,Hamburg,Germany,,EU,Central,TEC-PH-10004105,Technology,Phones,"Motorola Speaker Phone, VoIP",649.35,5,0,25.95,46.42,Medium
ES-2011-5095223,11-02-2011,11-07-2011,Second Class,BS-11365,Bill Shonely,Corporate,Ipswich,England,United Kingdom,,EU,North,OFF-PA-10002524,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11",85.23,3,0,35.73,9.93,Medium
ES-2011-5095223,11-02-2011,11-07-2011,Second Class,BS-11365,Bill Shonely,Corporate,Ipswich,England,United Kingdom,,EU,North,OFF-BI-10001984,Office Supplies,Binders,"Ibico Binding Machine, Economy",154.26,3,0,13.86,15.3,Medium
IT-2011-1781238,11-02-2011,11-07-2011,Standard Class,BD-11560,Brendan Dodson,Home Office,Leipzig,Saxony,Germany,,EU,Central,FUR-CH-10001582,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",1262.061,3,0.1,-42.129,89.16,Medium
ES-2011-3401415,11-02-2011,11-07-2011,Standard Class,DL-12865,Dan Lawera,Consumer,Berlin,Berlin,Germany,,EU,Central,FUR-FU-10004313,Furniture,Furnishings,"Eldon Light Bulb, Duo Pack",22.734,1,0.1,7.554,1.83,Medium
ES-2011-1141056,11-02-2011,11-08-2011,Standard Class,PR-18880,Patrick Ryan,Consumer,Nuremberg,Bavaria,Germany,,EU,Central,FUR-CH-10001726,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",593.46,7,0.1,250.53,37.46,Medium
ES-2011-3028321,11-02-2011,11-06-2011,Standard Class,HA-14920,Helen Andreada,Consumer,Palermo,Sicily,Italy,,EU,South,OFF-EN-10004571,Office Supplies,Envelopes,"Ames Peel and Seal, with clear poly window",177.84,8,0,81.6,10.33,Medium
IN-2011-55919,11-02-2011,11-09-2011,Standard Class,NC-18340,Nat Carroll,Consumer,Chigasaki,Kanagawa,Japan,,APAC,North Asia,OFF-LA-10004745,Office Supplies,Labels,"Harbour Creations Shipping Labels, Adjustable",28.08,3,0,13.68,2.49,Medium
ID-2011-32042,11-02-2011,11-07-2011,Standard Class,KD-16270,Karen Daniels,Consumer,Wodonga,Victoria,Australia,,APAC,Oceania,OFF-ST-10001707,Office Supplies,Storage,"Smead Shelving, Single Width",44.064,1,0.1,-2.946,4.24,High
IN-2011-18959,11-02-2011,11-07-2011,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Satna,Madhya Pradesh,India,,APAC,Central Asia,OFF-LA-10002674,Office Supplies,Labels,"Harbour Creations Color Coded Labels, 5000 Label Set",66.45,5,0,3.9,4.88,Medium
IN-2011-18959,11-02-2011,11-07-2011,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Satna,Madhya Pradesh,India,,APAC,Central Asia,TEC-AC-10000398,Technology,Accessories,"SanDisk Memory Card, Programmable",227.82,2,0,0,8.4,Medium
IN-2011-18959,11-02-2011,11-07-2011,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Satna,Madhya Pradesh,India,,APAC,Central Asia,TEC-CO-10000972,Technology,Copiers,"Sharp Fax and Copier, Digital",504.72,3,0,232.11,32.89,Medium
IN-2011-18959,11-02-2011,11-07-2011,Standard Class,CA-12775,Cynthia Arntzen,Consumer,Satna,Madhya Pradesh,India,,APAC,Central Asia,FUR-FU-10003605,Furniture,Furnishings,"Eldon Light Bulb, Durable",22.23,1,0,9.99,0.85,Medium
CA-2011-107454,11-02-2011,11-06-2011,Standard Class,RD-19720,Roger Demir,Consumer,New York City,New York,United States,10024,US,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7,0,16.0356,2.86,High
CA-2011-107454,11-02-2011,11-06-2011,Standard Class,RD-19720,Roger Demir,Consumer,New York City,New York,United States,10024,US,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,0,24.1218,9.82,High
CA-2011-148782,11-02-2011,11-07-2011,Standard Class,PO-18850,Patrick O'Brill,Consumer,Irving,Texas,United States,75061,US,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,4.83,Medium
CA-2011-129147,11-02-2011,11-06-2011,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256,US,East,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6,0.4,-107.9928,35.78,High
CA-2011-129147,11-02-2011,11-06-2011,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256,US,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,7,0.4,-10.0464,4.01,High
CA-2011-129147,11-02-2011,11-06-2011,Standard Class,LC-17050,Liz Carlisle,Consumer,Medina,Ohio,United States,44256,US,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3,0.7,-13.4694,1.58,High
CA-2011-120670,11-02-2011,11-06-2011,Standard Class,JK-16120,Julie Kriz,Home Office,Fort Lauderdale,Florida,United States,33311,US,South,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,799.92,10,0.2,239.976,67.38,Medium
CA-2011-115889,11-02-2011,11-06-2011,Standard Class,SH-20395,Shahid Hopkins,Consumer,San Francisco,California,United States,94122,US,West,TEC-PH-10001615,Technology,Phones,AT&T CL82213,46.384,2,0.2,5.2182,6.76,High
CA-2011-115889,11-02-2011,11-06-2011,Standard Class,SH-20395,Shahid Hopkins,Consumer,San Francisco,California,United States,94122,US,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0,105.2468,34.38,High
CA-2011-134726,11-02-2011,11-07-2011,Second Class,SW-20755,Steven Ward,Corporate,Seattle,Washington,United States,98115,US,West,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",41.94,2,0,15.0984,3.44,Medium
CA-2011-134726,11-02-2011,11-07-2011,Second Class,SW-20755,Steven Ward,Corporate,Seattle,Washington,United States,98115,US,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,52.792,1,0.2,4.6193,3.91,Medium
EG-2011-4220,11-02-2011,11-07-2011,Second Class,DH-3075,Dave Hallsten,Corporate,Cairo,Al Qahirah,Egypt,,Africa,Africa,OFF-IBI-10002486,Office Supplies,Binders,"Ibico Index Tab, Clear",8.91,1,0,1.59,0.8,Medium
EG-2011-4220,11-02-2011,11-07-2011,Second Class,DH-3075,Dave Hallsten,Corporate,Cairo,Al Qahirah,Egypt,,Africa,Africa,TEC-SAM-10003493,Technology,Phones,"Samsung Signal Booster, VoIP",136.68,1,0,46.47,19.07,Medium
EG-2011-4220,11-02-2011,11-07-2011,Second Class,DH-3075,Dave Hallsten,Corporate,Cairo,Al Qahirah,Egypt,,Africa,Africa,OFF-STA-10002719,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase",26.04,1,0,8.85,3.51,Medium
SF-2011-9000,11-02-2011,11-06-2011,Standard Class,CD-2790,Cynthia Delaney,Home Office,Port Elizabeth,Eastern Cape,South Africa,,Africa,Africa,TEC-HEW-10003260,Technology,Copiers,"Hewlett Fax and Copier, Digital",385.02,2,0,127.02,39.68,Medium
HU-2011-630,11-02-2011,11-07-2011,Standard Class,RM-9675,Robert Marley,Home Office,Budapest,Budapest,Hungary,,EMEA,EMEA,OFF-BIC-10002270,Office Supplies,Art,"BIC Pencil Sharpener, Water Color",32.19,1,0,12.21,2.6,Medium
CA-2011-7860,11-02-2011,11-07-2011,Standard Class,NC-8625,Noah Childs,Corporate,St. John's,Newfoundland,Canada,,Canada,Canada,OFF-IBI-10003541,Office Supplies,Binders,"Ibico Binding Machine, Economy",102.84,2,0,9.24,9.85,High
NI-2011-8040,11-02-2011,11-06-2011,Standard Class,JO-5550,Jesus Ocampo,Home Office,Ibadan,Oyo,Nigeria,,Africa,Africa,FUR-HAR-10001144,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",38.466,2,0.7,-30.774,2.65,Medium
NI-2011-8040,11-02-2011,11-06-2011,Standard Class,JO-5550,Jesus Ocampo,Home Office,Ibadan,Oyo,Nigeria,,Africa,Africa,OFF-STA-10001636,Office Supplies,Art,"Stanley Markers, Water Color",45.684,6,0.7,-56.376,3.75,Medium
TU-2011-3090,11-02-2011,11-06-2011,Standard Class,FH-4350,Fred Harton,Consumer,Mersin,Mersin,Turkey,,EMEA,EMEA,TEC-MOT-10001950,Technology,Phones,"Motorola Headset, Full Size",64.824,2,0.6,-61.596,5.51,Medium
AG-2011-4410,11-02-2011,11-04-2011,First Class,JH-5985,Joseph Holt,Consumer,Bejaia,Bejaia,Algeria,,Africa,Africa,OFF-EAT-10003338,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",24.72,1,0,10.86,4.29,High
RS-2011-1130,11-02-2011,11-02-2011,Same Day,TB-11520,Tracy Blumstein,Consumer,Sterlitamak,Bashkortostan,Russia,,EMEA,EMEA,OFF-BIC-10004976,Office Supplies,Art,"BIC Markers, Water Color",177.66,6,0,62.1,63.48,Critical
IR-2011-3500,11-02-2011,11-02-2011,Same Day,MF-7665,Maureen Fritzler,Corporate,Kerman,Kerman,Iran,,EMEA,EMEA,FUR-DEF-10000572,Furniture,Furnishings,"Deflect-O Photo Frame, Duo Pack",103.92,2,0,0,28.43,Critical
ES-2011-2719699,12-02-2011,12-08-2011,Standard Class,RM-19675,Robert Marley,Home Office,Villeurbanne,Rhône-Alpes,France,,EU,Central,OFF-AR-10003012,Office Supplies,Art,"Sanford Markers, Easy-Erase",70.56,3,0,1.35,5.23,Medium
ES-2011-3341008,12-02-2011,12-03-2011,First Class,AH-10210,Alan Hwang,Consumer,Paris,Ile-de-France,France,,EU,Central,TEC-AC-10004203,Technology,Accessories,"Logitech Flash Drive, Bluetooth",30.51,1,0,13.11,2.06,Medium
ES-2011-3341008,12-02-2011,12-03-2011,First Class,AH-10210,Alan Hwang,Consumer,Paris,Ile-de-France,France,,EU,Central,OFF-BI-10003616,Office Supplies,Binders,"Avery Binding Machine, Clear",676.2,14,0,81.06,79.41,Medium
ES-2011-3341008,12-02-2011,12-03-2011,First Class,AH-10210,Alan Hwang,Consumer,Paris,Ile-de-France,France,,EU,Central,OFF-ST-10000872,Office Supplies,Storage,"Fellowes File Cart, Single Width",370.818,3,0.1,-41.202,74.42,Medium
ES-2011-3341008,12-02-2011,12-03-2011,First Class,AH-10210,Alan Hwang,Consumer,Paris,Ile-de-France,France,,EU,Central,TEC-MA-10004143,Technology,Machines,"Konica Calculator, Wireless",219.4275,5,0.15,82.4775,32.97,Medium
ES-2011-3341008,12-02-2011,12-03-2011,First Class,AH-10210,Alan Hwang,Consumer,Paris,Ile-de-France,France,,EU,Central,TEC-CO-10002269,Technology,Copiers,"Brother Ink, Color",379.287,3,0.15,151.677,81.24,Medium
ES-2011-4614329,12-02-2011,12-04-2011,First Class,DH-13075,Dave Hallsten,Corporate,Tremblay-en-France,Ile-de-France,France,,EU,Central,TEC-MA-10000261,Technology,Machines,"StarTech Calculator, Red",94.6305,3,0.15,-0.0495,5.53,High
ES-2011-4392169,12-02-2011,12-08-2011,Standard Class,KN-16450,Kean Nguyen,Corporate,Huddersfield,England,United Kingdom,,EU,North,OFF-PA-10001323,Office Supplies,Paper,"Eaton Note Cards, 8.5 x 11",26.49,1,0,4.74,0.8,Medium
ES-2011-1664904,12-02-2011,12-07-2011,Standard Class,NM-18445,Nathan Mautz,Home Office,La Baule-Escoublac,Pays de la Loire,France,,EU,Central,OFF-BI-10000734,Office Supplies,Binders,"Avery Binding Machine, Recycled",246,5,0,105.75,23.91,Medium
ES-2011-5089231,12-02-2011,12-06-2011,Standard Class,MG-17680,Maureen Gastineau,Home Office,Offenbach,Hesse,Germany,,EU,Central,OFF-AR-10004151,Office Supplies,Art,"BIC Sketch Pad, Blue",145.98,3,0,26.19,14.1,Medium
ES-2011-5089231,12-02-2011,12-06-2011,Standard Class,MG-17680,Maureen Gastineau,Home Office,Offenbach,Hesse,Germany,,EU,Central,OFF-BI-10002047,Office Supplies,Binders,"Acco Index Tab, Durable",8.94,1,0,1.95,0.72,Medium
IN-2011-31398,12-02-2011,12-02-2011,Same Day,JD-16060,Julia Dunbar,Consumer,Changchun,Jilin,China,,APAC,North Asia,OFF-LA-10003644,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",23.31,3,0,4.86,2.75,High
IN-2011-31398,12-02-2011,12-02-2011,Same Day,JD-16060,Julia Dunbar,Consumer,Changchun,Jilin,China,,APAC,North Asia,OFF-LA-10004918,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical",13.14,2,0,1.26,0.87,High
IN-2011-31398,12-02-2011,12-02-2011,Same Day,JD-16060,Julia Dunbar,Consumer,Changchun,Jilin,China,,APAC,North Asia,FUR-CH-10003551,Furniture,Chairs,"Hon Swivel Stool, Black",644.88,4,0,309.48,22.55,High
IN-2011-79971,12-02-2011,12-07-2011,Standard Class,RS-19765,Roland Schwarz,Corporate,Singapore,Singapore,Singapore,,APAC,Southeast Asia,TEC-CO-10000972,Technology,Copiers,"Sharp Fax and Copier, Digital",504.72,3,0,232.11,42.12,High
IN-2011-79971,12-02-2011,12-07-2011,Standard Class,RS-19765,Roland Schwarz,Corporate,Singapore,Singapore,Singapore,,APAC,Southeast Asia,OFF-PA-10003115,Office Supplies,Paper,"Enermax Note Cards, Premium",228,8,0,91.2,28.01,High
IN-2011-80524,12-02-2011,12-07-2011,Standard Class,XP-21865,Xylona Preis,Consumer,Christchurch,Canterbury,New Zealand,,APAC,Oceania,TEC-CO-10004813,Technology,Copiers,"Hewlett Ink, Digital",889.92,6,0,355.86,38.32,Medium
CA-2011-112158,12-02-2011,12-04-2011,First Class,DP-13165,David Philippe,Consumer,New York City,New York,United States,10035,US,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0,52.7824,16.5,High
CA-2011-112158,12-02-2011,12-04-2011,First Class,DP-13165,David Philippe,Consumer,New York City,New York,United States,10035,US,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2,-110.49,122.33,High
CA-2011-112158,12-02-2011,12-04-2011,First Class,DP-13165,David Philippe,Consumer,New York City,New York,United States,10035,US,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,0.2,15.768,3.14,High
US-2011-117744,12-02-2011,12-06-2011,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,United States,78415,US,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803,3.14,Medium
US-2011-117744,12-02-2011,12-06-2011,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,United States,78415,US,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,7,0.2,1.4406,0.69,Medium
US-2011-117744,12-02-2011,12-06-2011,Standard Class,MD-17860,Michael Dominguez,Corporate,Corpus Christi,Texas,United States,78415,US,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5,0.6,-23.976,2.37,Medium
CA-2011-132864,12-02-2011,12-07-2011,Standard Class,KN-16390,Katherine Nockton,Corporate,Columbus,Ohio,United States,43229,US,East,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95,11.99,Medium
CA-2011-101147,12-02-2011,12-04-2011,First Class,MC-17575,Matt Collins,Consumer,Chicago,Illinois,United States,60623,US,Central,OFF-AP-10004249,Office Supplies,Appliances,Staples,2.394,1,0.8,-6.3441,0.23,High
CA-2011-154095,12-02-2011,12-07-2011,Standard Class,ON-18715,Odella Nelson,Corporate,Clinton,Maryland,United States,20735,US,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",60.72,3,0,23.6808,10.44,High
CA-2011-154095,12-02-2011,12-07-2011,Standard Class,ON-18715,Odella Nelson,Corporate,Clinton,Maryland,United States,20735,US,East,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,146.82,3,0,73.41,13.24,High
CA-2011-154095,12-02-2011,12-07-2011,Standard Class,ON-18715,Odella Nelson,Corporate,Clinton,Maryland,United States,20735,US,East,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",239.84,8,0,64.7568,24.45,High
CA-2011-154095,12-02-2011,12-07-2011,Standard Class,ON-18715,Odella Nelson,Corporate,Clinton,Maryland,United States,20735,US,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,15.66,6,0,7.2036,2.37,High
CA-2011-103807,12-02-2011,12-09-2011,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,Sandy Springs,Georgia,United States,30328,US,South,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,5.95,1,0,0.833,0.35,Medium
CA-2011-103807,12-02-2011,12-09-2011,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,Sandy Springs,Georgia,United States,30328,US,South,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",15.24,3,0,7.1628,0.65,Medium
TU-2011-1230,12-02-2011,12-03-2011,First Class,TP-11565,Tracy Poddar,Corporate,Diyarbakir,Diyarbakir,Turkey,,EMEA,EMEA,FUR-HON-10000339,Furniture,Chairs,"Hon Bag Chairs, Set of Two",18.96,1,0.6,-22.77,1.88,Critical
MO-2011-8130,12-02-2011,12-03-2011,First Class,LW-7215,Luke Weiss,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa,Africa,TEC-HP -10003618,Technology,Copiers,"HP Fax Machine, Digital",299.58,1,0,0,49.18,High
MO-2011-8130,12-02-2011,12-03-2011,First Class,LW-7215,Luke Weiss,Consumer,Casablanca,Grand Casablanca,Morocco,,Africa,Africa,FUR-DAN-10002967,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Metal",281.82,2,0,56.34,51.32,High
BK-2011-6660,12-02-2011,12-07-2011,Standard Class,EB-3750,Edward Becker,Corporate,Sarajevo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,,EMEA,EMEA,FUR-ADV-10004971,Furniture,Furnishings,"Advantus Door Stop, Erganomic",349.2,8,0,108.24,48.87,High
MX-2011-160234,01-03-2011,01-07-2011,Standard Class,SV-20785,Stewart Visinsky,Consumer,Mixco,Guatemala,Guatemala,,LATAM,Central,TEC-PH-10002647,Technology,Phones,"Nokia Headset, VoIP",195.2,4,0,44.88,8.43,Medium
ES-2011-4869686,01-03-2011,01-07-2011,Standard Class,DD-13570,Dorothy Dickinson,Consumer,Southport,England,United Kingdom,,EU,North,FUR-BO-10000728,Furniture,Bookcases,"Dania Corner Shelving, Traditional",854.49,7,0,290.43,12.56,Medium
IN-2011-79397,01-03-2011,01-03-2011,Same Day,KN-16450,Kean Nguyen,Corporate,Sydney,New South Wales,Australia,,APAC,Oceania,OFF-LA-10003396,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible",35.883,3,0.1,4.743,7.46,Critical
IN-2011-79397,01-03-2011,01-03-2011,Same Day,KN-16450,Kean Nguyen,Corporate,Sydney,New South Wales,Australia,,APAC,Oceania,OFF-AP-10000304,Office Supplies,Appliances,"Hoover Microwave, White",276.102,1,0.1,110.412,125.32,Critical
ID-2011-12596,01-03-2011,01-08-2011,Standard Class,CM-12235,Chris McAfee,Consumer,Nakhon Ratchasima,Nakhon Ratchasima,Thailand,,APAC,Southeast Asia,OFF-ST-10002066,Office Supplies,Storage,"Smead File Cart, Blue",135.1182,2,0.47,-45.9018,7.74,Medium
